Class,Gender,Age,Institute,Department,Students ID,Academic year,Nationality,psychological factor,Teachers factor,eco_status of fam,Family size,Family satisfaction,Accomodation,Institutional factor,Father education,Mother education,Father job,Mother job,Location_student,No of absence,Credit hour,CGPA,Grade
Medium,M,24,College of Natural science,mathematics,RAS/194/05,2005,Ethiopian,Medium,>=6,mid_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.59 ,Medium
Medium,M,24,College of Natural science,mathematics,RAS/273/07,2007,Ethiopian,Medium,>=6,poor,>3,no,dormatory,Medium,secondary,secodary,farmer,house wife,urban,Under-7,180,2.80 ,Medium
Low,M,24,College of Natural science,mathematics,RAS/323/08,2008,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,always,degree,secodary,civil servant,house wife,rural,Under-7,180,2.48 ,Low
Medium,M,24,College of Natural science,mathematics,RAS/304/09,2009,Ethiopian,Medium,>=6,poor,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,180,2.68 ,Medium
Medium,M,24,College of Natural science,mathematics,RAS/287/10,2010,Ethiopian,Medium,>=6,mid_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,180,3.41 ,Medium
Low,M,24,College of Natural science,mathematics,RAS/275/07,2007,Ethiopian,Low,>=6,mid_middle class,>3,no,dormatory,never,secondary,secodary,farmer,house wife,rural,Under-7,180,2.05 ,Low
Low,F,24,College of Natural science,mathematics,RAS/175/06,2006,Ethiopian,Low,>=6,low_middle class,<=3,no,dormatory,always,secondary,primary,farmer,house wife,rural,Under-7,180,2.28 ,Low
Low,M,25,College of Natural science,mathematics,RAS/201/05,2005,Ethiopian,Low,>=6,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,2.31 ,Low
Medium,F,25,College of Natural science,mathematics,RAS/289/10,2010,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.61 ,Medium
Medium,F,25,College of Natural science,mathematics,RAS/290/10,2010,Ethiopian,Medium,>=6,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.58 ,Medium
Low,F,25,College of Natural science,mathematics,RAS/320/09,2009,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,sometimes,degree,primary,civil servant,house wife,urban,Under-7,180,2.41 ,Low
Medium,F,25,College of Natural science,mathematics,RAS/493/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,2.87 ,Medium
Medium,F,25,College of Natural science,mathematics,RAS/212/05,2005,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,3.76 ,Medium
Low,M,25,College of Natural science,mathematics,RAS/214/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.35 ,Low
High,F,25,College of Natural science,mathematics,RAS/291/07,2007,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,college,secodary,civil servant,house wife,urban,Under-7,180,3.85 ,High
Low,F,25,College of Natural science,mathematics,RAS/186/06,2006,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,civil servant,house wife,urban,Under-7,180,2.33 ,Low
Medium,F,25,College of Natural science,mathematics,RAS/187/06,2006,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,urban,Under-7,180,2.52 ,Medium
Medium,M,25,College of Natural science,mathematics,RAS/508/11,2011,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,high school,farmer,house wife,urban,Above-7,180,2.77 ,Medium
Medium,F,25,College of Natural science,sport science,RAS/T/002/09,2009,Ethiopian,Medium,<=5,low_middle class,<=3,no,dormatory,sometimes,secondary,college,farmer,civil servant,urban,Above-7,180,2.56 ,Medium
Low,F,25,College of Natural science,sport science,RAS/261/08,2008,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Above-7,180,2.39 ,Low
High,M,25,College of Natural science,sport science,RAS/528/11,2011,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,rural,Above-7,180,3.61 ,High
High,M,25,College of Natural science,sport science,RAS/195/06,2006,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,rural,Under-7,180,3.81 ,High
Medium,F,25,College of Natural science,sport science,RAS/277/08,2008,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,primary,primary,farmer,house wife,rural,Under-7,180,3.14 ,Medium
Medium,F,25,College of Natural science,sport science,RAS/326/10,2010,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,180,3.56 ,Medium
Low,M,25,College of Natural science,sport science,RAS/329/10,2010,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,2.16 ,Low
Medium,M,25,College of Natural science,sport science,RAS/226/05,2005,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,3.40 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/227/05,2005,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,never,degree,secodary,merchant,house wife,rural,Under-7,180,3.15 ,Medium
Low,F,25,College of Natural science,sport science,RAS/543/11,2011,Ethiopian,Low,<=5,poor,<=3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,2.13 ,Low
High,F,25,College of Natural science,sport science,RAS/339/10,2010,Ethiopian,High,>=6,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Under-7,180,3.56 ,High
High,M,25,College of Natural science,sport science,RAS/206/06,2006,Ethiopian,High,<=5,low_middle class,<=3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,180,3.92 ,High
Low,M,25,College of Natural science,sport science,RAS/336/09,2009,Ethiopian,Low,<=5,poor,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,180,2.48 ,Low
Low,M,25,College of Natural science,sport science,RAS/337/09,2009,Ethiopian,Low,>=6,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Under-7,180,2.41 ,Low
Medium,M,25,College of Natural science,sport science,RAS/548/11,2011,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,msc,primary,merchant,civil servant,rural,Under-7,180,2.67 ,Medium
High,F,25,College of Natural science,sport science,RAS/339/09,2009,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Under-7,180,3.88 ,High
High,M,25,College of Natural science,sport science,RAS/232/05,2005,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,3.58 ,High
High,M,25,College of Natural science,sport science,RAS/234/05,2005,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Above-7,180,3.57 ,High
Medium,M,25,College of Natural science,sport science,RAS/052/08,2008,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,180,2.67 ,Medium
Low,F,25,College of Natural science,sport science,RAS/346/10,2010,Ethiopian,Low,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,2.34 ,Low
Medium,M,25,College of Natural science,sport science,RAS/557/11,2011,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,3.11 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/283/08,2008,Ethiopian,Medium,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,180,2.87 ,Medium
High,M,25,College of Natural science,sport science,RAS/349/10,2010,Ethiopian,High,<=5,poor,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,3.63 ,High
Medium,M,25,College of Natural science,sport science,RAS/209/06,2006,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,degree,secodary,farmer,house wife,rural,Above-7,180,3.39 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/245/05,2005,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.95 ,Medium
High,M,25,College of Natural science,sport science,RAS/074/08,2008,Ethiopian,High,<=5,mid_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Above-7,180,3.64 ,High
Medium,M,25,College of Natural science,sport science,RAS/210/06,2006,Ethiopian,Medium,<=5,mid_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.76 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/561/11,2011,Ethiopian,Medium,<=5,mid_middle class,>3,yes,dormatory,sometimes,secondary,primary,farmer,house wife,rural,Above-7,180,2.59 ,Medium
Low,M,25,College of Natural science,sport science,RAS/307/08,2008,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Above-7,180,2.32 ,Low
Low,F,25,College of Natural science,sport science,RAS/357/08,2008,Ethiopian,Low,<=5,poor,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,180,2.25 ,Low
Medium,F,25,College of Natural science,sport science,RAS/352/10,2010,Ethiopian,Medium,>=6,poor,<=3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Above-7,180,2.64 ,Medium
Low,M,25,College of Natural science,sport science,RAS/354/10,2010,Ethiopian,Low,<=5,low_middle class,<=3,no,dormatory,always,degree,primary,civil servant,house wife,urban,Above-7,180,2.41 ,Low
High,F,25,College of Natural science,sport science,RAS/348/09,2009,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Above-7,180,3.61 ,High
Medium,M,25,College of Natural science,sport science,RAS/250/05,2005,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.84 ,Medium
Medium,F,25,College of Natural science,sport science,RAS/219/06,2006,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,3.22 ,Medium
High,M,25,College of Natural science,sport science,RAS/220/06,2006,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,always,college,secodary,civil servant,house wife,urban,Under-7,180,3.86 ,High
Low,M,25,College of Natural science,sport science,RAS/360/10,2010,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.12 ,Low
Medium,M,25,College of Natural science,sport science,RAS/258/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,always,primary,secodary,farmer,house wife,rural,Under-7,180,3.15 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/354/09,2009,Ethiopian,Low,<=5,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.90 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/221/06,2006,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,3.12 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/222/06,2006,Ethiopian,Low,>=6,low_middle class,<=3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.61 ,Medium
High,M,25,College of Natural science,sport science,RAS/265/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,3.52 ,High
Medium,M,25,College of Natural science,sport science,RAS/266/05,2005,Ethiopian,Medium,<=5,low_middle class,<=3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Above-7,180,2.65 ,Medium
High,F,25,College of Natural science,sport science,RAS/365/10,2010,Ethiopian,High,>=6,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,3.52 ,High
Medium,F,25,College of Natural science,sport science,RAS/255/08,2008,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,always,secondary,secodary,farmer,house wife,rural,Under-7,180,3.06 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/268/05,2005,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,2.55 ,Medium
Low,M,25,College of Natural science,sport science,RAS/369/10,2010,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,secodary,farmer,house wife,rural,Under-7,180,2.49 ,Low
Low,F,25,College of Natural science,sport science,RAS/271/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,secondary,primary,farmer,house wife,urban,Under-7,180,2.19 ,Low
Medium,F,25,College of Natural science,sport science,RAS/338/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,secondary,secodary,farmer,house wife,urban,Under-7,180,3.28 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/340/07,2007,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.65 ,Medium
High,F,25,College of Natural science,sport science,RAS/588/11,2011,Ethiopian,High,>=6,poor,<=3,no,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,3.72 ,High
Low,M,25,College of Natural science,sport science,RAS/376/10,2010,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,degree,primary,civil servant,house wife,urban,Above-7,180,2.10 ,Low
High,F,25,College of Natural science,sport science,RAS/328/07,2007,Ethiopian,High,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Above-7,180,3.90 ,High
Medium,M,25,College of Natural science,sport science,RAS/590/11,2011,Ethiopian,Low,>=6,poor,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,3.44 ,Medium
Medium,M,25,College of Natural science,sport science,RAS/272/05,2005,Ethiopian,Medium,<=5,low_middle class,>3,no,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.50 ,Medium
Low,M,25,College of Natural science,sport science,RAS/380/10,2010,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,college,secodary,civil servant,house wife,rural,Under-7,180,2.42 ,Low
Medium,F,25,College of Natural science,sport science,RAS/345/07,2007,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,civil servant,house wife,rural,Under-7,180,3.02 ,Medium
Medium,F,25,College of Natural science,sport science,RAS/600/11,2011,Ethiopian,Medium,<=5,poor,>3,yes,dormatory,always,primary,primary,farmer,house wife,rural,Above-7,180,2.56 ,Medium
Medium,F,25,College of Natural science,sport science,RAS/372/09,2009,Ethiopian,Medium,<=5,poor,>3,no,dormatory,always,primary,high school,farmer,house wife,rural,Above-7,180,3.20 ,Medium
Low,M,25,College of Natural science,sport science,RAS/347/07,2007,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,secondary,college,farmer,civil servant,rural,Under-7,180,2.49 ,Low
Medium,F,25,College of Natural science,sport science,RAS/348/07,2007,Ethiopian,Medium,>=6,low_middle class,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,urban,Under-7,180,2.58 ,Medium
Low,F,25,College of Natural science,sport science,RAS/349/07,2007,Ethiopian,Low,<=5,poor,<=3,no,dormatory,sometimes,primary,primary,farmer,house wife,urban,Under-7,180,2.25 ,Low
Low,F,25,College of Natural science,sport science,RAS/376/09,2009,Ethiopian,Low,<=5,low_middle class,<=3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,180,2.37 ,Low
Medium,F,25,College of Natural science,sport science,RAS/352/07,2007,Ethiopian,Medium,>=6,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,180,3.04 ,Medium
Low,M,25,College of Natural science,sport science,RAS/276/05,2005,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,primary,primary,farmer,house wife,rural,Under-7,180,2.23 ,Low
Low,F,25,College of Natural science,sport science,RAS/277/05,2005,Ethiopian,Low,<=5,low_middle class,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Above-7,180,2.27 ,Low
Low,F,25,College of Natural science,sport science,RAS/607/11,2011,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,degree,secodary,civil servant,house wife,urban,Above-7,180,2.49 ,Low
Low,M,25,College of Natural science,sport science,RAS/381/09,2009,Ethiopian,Low,<=5,poor,>3,no,dormatory,sometimes,degree,secodary,merchant,house wife,urban,Under-7,180,2.40 ,Low
Low,M,25,College of Natural science,sport science,RAS/610/11,2011,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Under-7,180,2.43 ,Low
Low,F,25,College of Natural science,sport science,RAS/281/05,2005,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.22 ,Low
Medium,M,25,College of Natural science,sport science,RAS/617/11,2011,Ethiopian,Medium,>=6,low_middle class,>3,yes,dormatory,never,primary,secodary,farmer,house wife,rural,Under-7,180,2.83 ,Medium
Low,F,25,College of Natural science,sport science,RAS/T/003/09,2009,Ethiopian,Low,<=5,low_middle class,<=3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,2.06 ,Low
Medium,F,25,College of Natural science,sport science,RAS/234/06,2006,Ethiopian,Medium,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,2.79 ,Medium
Medium,F,25,College of Natural science,sport science,RAS/400/10,2010,Ethiopian,Medium,>=6,mid_middle class,<=3,yes,dormatory,sometimes,msc,primary,merchant,civil servant,rural,Above-7,180,3.13 ,Medium
High,M,25,College of Natural science,sport science,RAS/405/10,2010,Ethiopian,High,<=5,low_middle class,>3,yes,dormatory,sometimes,degree,secodary,civil servant,house wife,rural,Above-7,180,3.55 ,High
Low,M,25,College of Natural science,sport science,RAS/288/05,2005,Ethiopian,Low,<=5,poor,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,rural,Under-7,180,2.47 ,Low
Low,F,25,College of Natural science,sport science,RAS/366/07,2007,Ethiopian,Low,<=5,low_middle class,>3,yes,dormatory,sometimes,primary,secodary,farmer,house wife,urban,Under-7,180,2.36 ,Low
